Host.genus	Virus	KB	contig_length	checkv_quality	provirus	gene_count	viral_genes	completeness	contamination	warnings	AAI.to.closest.RaFAH.reference	Confidence.score	List.of.methods
d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__	ELSC_Tui_Malila_T2_NODE_961_length_32391_cov_6.146014	32391	32391	Low-quality	No	52	6	33.71	0		3.02	90.2	blast;92.70 iPHoP-RF;76.40
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__	ELSC_Abe_A1_vRhyme_bin_61	10822	15322	Low-quality	No	14	4	30.51	0		3.86	91	blast;93.40
d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__;g__	Brothers_NWCB_S140_NODE_8438_length_6803_cov_2.928400	6803	6803	Low-quality	No	9	1	5.75	0		6.53	91.4	blast;93.70 iPHoP-RF;60.60
d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__;g__	ELSC_Tui_Malila_T11_NODE_11679_length_5518_cov_1.620850	5518	5518	Low-quality	No	8	1	14.5	0		32.7	90.2	blast;92.70 iPHoP-RF;53.60
d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__	ELSC_Tui_Malila_132-544_vRhyme_bin_9	155454	165954	Medium-quality	Yes	167	23	79.72	1.27		11.94	96.4	CRISPR;97.50 blast;91.40 iPHoP-RF;52.20
d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B	Guaymas_4559-240_vRhyme_bin_74	17566	20566	Low-quality	No	31	12	21.21	0		13.89	92	blast;94.20 iPHoP-RF;75.70
d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B	Guaymas_4559-240_scaffold_1390_c1	19833	19833	Low-quality	No	32	15	25.68	0		13.85	90.3	blast;92.80 iPHoP-RF;64.80
d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B	Guaymas_4559-240_scaffold_9300_c1	5272	5272	Low-quality	No	6	1	3.64	0		5.3	91.6	blast;93.90 iPHoP-RF;57.90
d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B	MAR_Rainbow_354-166_scaffold_2132_c1	13605	13605	Low-quality	No	28	1	21.89	0		1.07	93.4	blast;95.30 iPHoP-RF;67.50
d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__	Brothers_NWCB_S139_NODE_16365_length_6591_cov_2.340192	6591	6591	Low-quality	No	6	1	4.21	0		12.97	90.4	blast;92.90 iPHoP-RF;57.60
d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__	Brothers_NWCB_S140_NODE_87_length_42842_cov_16.902048	42842	42842	Medium-quality	No	62	17	68.13	0	low-confidence DTR	6.44	91.6	blast;93.90
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__;f__;g__	ELSC_Abe_A1_vRhyme_bin_60	8574	11574	Low-quality	No	20	3	6.05	0		6.13	90.4	blast;92.90 iPHoP-RF;65.10
d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus	Guaymas_4561-380_vRhyme_bin_28	33382	34882	Low-quality	Yes	33	4	21.98	9.21		5.31	98.4	CRISPR;98.80
d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus	Guaymas_4571-419_vRhyme_bin_11	96451	133951	Medium-quality	No	147	26	56.58	0		5.88	94.3	blast;96.00 iPHoP-RF;79.80
d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus	Guaymas_4571-419_vRhyme_bin_14	25219	29719	Low-quality	No	43	4	24.07	0		6.56	97.3	CRISPR;98.10 blast;92.30 iPHoP-RF;80.30
d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus	Guaymas_4561-384_scaffold_931_c1	22507	22507	Low-quality	Yes	24	2	13.84	13.24		5.31	91.6	blast;93.90 iPHoP-RF;83.90 CRISPR;64.80
d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus	Guaymas_4561-384_scaffold_2544_c1	11357	11357	Low-quality	No	11	2	8.94	0		NA	97	CRISPR;97.90
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus	ELSC_Mariner_131-447_vRhyme_bin_51	41730	43230	Low-quality	No	74	1	25.85	0		2.11	90.6	blast;93.00
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus	ELSC_Mariner_131-447_vRhyme_bin_95	190958	196958	Low-quality	No	244	47	49.41	0		14.19	90.4	blast;92.90 iPHoP-RF;64.00
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus	ELSC_Bowl_M2_NODE_14149_length_8038_cov_3.341803	8038	8038	Low-quality	No	12	1	11.85	0		5.93	92.7	blast;94.80 iPHoP-RF;72.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_Diffuse_S009_vRhyme_bin_14	8955	11955	Low-quality	No	12	5	14.76	0		5.87	90.8	blast;93.20 iPHoP-RF;73.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_Diffuse_S009_vRhyme_bin_8	13161	17661	Low-quality	No	17	5	48.7	0		7.24	90.2	blast;92.70 iPHoP-RF;81.10 CRISPR;63.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_LC_S014_vRhyme_bin_108	7800	10800	Low-quality	No	13	2	24.87	0		4.04	90.1	blast;92.60 iPHoP-RF;78.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_LC_S014_vRhyme_bin_14	53260	63760	Medium-quality	No	66	20	76.85	0		14.34	93.1	iPHoP-RF;95.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_LC_S014_vRhyme_bin_50	75791	90791	High-quality	No	110	27	92.71	0		21.98	92.2	iPHoP-RF;94.40 blast;92.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S013_vRhyme_bin_73	53598	58098	High-quality	No	89	33	90.6	0		24.23	91	iPHoP-RF;93.40 CRISPR;53.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S142_vRhyme_bin_13	89255	95255	Medium-quality	No	125	36	88.94	0		13.43	91.7	blast;94.00 iPHoP-RF;76.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S144_vRhyme_bin_31	51275	64775	Medium-quality	Yes	68	13	86.3	11.97		6.85	91.4	blast;93.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S145_vRhyme_bin_14	24758	35258	Medium-quality	Yes	45	7	51.82	13.66		9.45	90.6	blast;93.00 iPHoP-RF;61.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S145_vRhyme_bin_73	16255	17755	Low-quality	No	27	20	40.32	0		19.32	97.9	CRISPR;98.50 blast;91.80 iPHoP-RF;85.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S145_vRhyme_bin_9	237875	305375	High-quality	No	298	66	99.94	0		10.84	91.5	blast;93.80 iPHoP-RF;62.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCB_S012_vRhyme_bin_151	15821	17321	Low-quality	No	24	2	22.62	0		1.76	91	blast;93.40 iPHoP-RF;53.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCB_S012_vRhyme_bin_18	56974	62974	Medium-quality	No	94	36	72.81	0		13.03	91.6	blast;93.90 iPHoP-RF;92.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCB_S012_vRhyme_bin_4	94322	107822	High-quality	No	147	24	96.46	0		9.69	91.5	blast;93.80 iPHoP-RF;76.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_131	5834	7334	Low-quality	No	10	2	8.33	0		4.16	91	blast;93.40 iPHoP-RF;70.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_23	71318	92318	Medium-quality	No	90	21	64.6	0		12.28	91	blast;93.40 iPHoP-RF;68.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_24	166901	192401	Medium-quality	No	170	71	70.01	0		12.62	94.9	blast;96.40 iPHoP-RF;72.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_26	64275	94275	Medium-quality	No	110	16	66.57	0		6.89	93.6	blast;95.50 iPHoP-RF;77.30
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_34	35778	44778	High-quality	No	35	9	93.38	0		5.04	91	blast;93.40 iPHoP-RF;54.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_40	49857	69357	Medium-quality	No	78	14	82.13	0		5.5	90.4	blast;92.90 iPHoP-RF;72.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_6	118083	139083	High-quality	No	181	23	97.82	0		23.88	95.7	CRISPR;97.00 iPHoP-RF;57.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S010_vRhyme_bin_93	9696	11196	Low-quality	No	12	5	13.19	0		18.94	90.7	blast;93.10 iPHoP-RF;76.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S147_vRhyme_bin_18	75831	98331	Medium-quality	No	96	15	64.23	0		9.04	90.8	blast;93.20 iPHoP-RF;75.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S147_vRhyme_bin_29	37545	55545	Low-quality	No	53	5	42.45	0		3.92	90.6	blast;93.00 iPHoP-RF;76.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S147_vRhyme_bin_88	10317	11817	Low-quality	No	15	5	17.8	0		7.78	91	blast;93.40 iPHoP-RF;59.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M1_vRhyme_bin_77	11470	14470	Low-quality	No	21	14	33.14	0		12.84	98.7	CRISPR;99.00 blast;93.50 iPHoP-RF;86.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_vRhyme_bin_20	94527	109527	High-quality	No	159	45	91.6	0		11.78	99.3	CRISPR;99.40 blast;91.80 iPHoP-RF;90.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_vRhyme_bin_21	124151	140651	Medium-quality	No	144	26	73.77	0		7.27	90.2	blast;92.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_vRhyme_bin_4	56056	63556	High-quality	No	83	14	92.33	0		15.76	95.3	iPHoP-RF;96.70 CRISPR;67.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_vRhyme_bin_89	13295	16295	Low-quality	No	25	3	33.98	0		3.41	91.1	blast;93.50 iPHoP-RF;74.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_131-447_vRhyme_bin_148	8683	10183	Low-quality	No	11	3	10.28	0	low-confidence DTR	5.05	91.6	blast;93.90 iPHoP-RF;75.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_131-447_vRhyme_bin_162	5854	7354	Low-quality	No	8	1	4.37	0		5.36	91.4	blast;93.70 iPHoP-RF;79.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_131-447_vRhyme_bin_42	38283	51783	Medium-quality	No	65	18	60.26	0		12.41	91.6	blast;93.90 iPHoP-RF;72.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_131-447_vRhyme_bin_44	79632	87132	Medium-quality	No	95	10	82	0		7.22	92.2	iPHoP-RF;94.40 blast;93.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_M10_vRhyme_bin_34	53343	57843	High-quality	No	91	34	100	0		11.96	98.7	CRISPR;99.00 iPHoP-RF;91.80 blast;90.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_M10_vRhyme_bin_39	29661	37161	Low-quality	No	40	1	33.33	0		7.33	90.2	blast;92.70 iPHoP-RF;68.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_M17_vRhyme_bin_70	95359	110359	Low-quality	Yes	124	16	38.89	6.94		23.5	90.6	blast;93.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Tui_Malila_T10_vRhyme_bin_16	8275	11275	Low-quality	No	13	1	8.07	0		3.89	90.6	blast;93.00 iPHoP-RF;75.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4559-240_vRhyme_bin_34	10091	11591	Low-quality	No	18	1	15.27	0		6.49	91.5	blast;93.80 iPHoP-RF;61.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4559-240_vRhyme_bin_35	32685	40185	High-quality	No	58	12	100	0		7.42	91.8	iPHoP-RF;94.10 blast;89.40 CRISPR;58.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4559-240_vRhyme_bin_48	140212	165712	High-quality	No	179	33	100	0	contig >1.5x longer than expected genome length	10.05	90.4	CRISPR;92.90 blast;88.30 iPHoP-RF;80.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4559-240_vRhyme_bin_8	182484	216984	High-quality	No	261	60	100	0	contig >1.5x longer than expected genome length	26.67	90.3	blast;92.80 iPHoP-RF;79.80 CRISPR;61.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4559-240_vRhyme_bin_86	23252	24752	Medium-quality	No	35	19	50.46	0		10.44	95.3	iPHoP-RF;96.70 CRISPR;94.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-380_vRhyme_bin_10	13370	16370	Low-quality	No	19	2	4.59	0		4.07	91.1	blast;93.50 iPHoP-RF;75.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-380_vRhyme_bin_26	22982	28982	Low-quality	No	33	8	32.03	0		6.88	91.6	blast;93.90 iPHoP-RF;75.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-380_vRhyme_bin_45	13213	14713	Low-quality	No	18	1	5.24	0		5.21	91.1	blast;93.50 iPHoP-RF;69.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-380_vRhyme_bin_68	13443	16443	Low-quality	No	19	5	26.82	0		8.15	91.7	CRISPR;94.00 iPHoP-RF;51.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_10	30486	34986	Medium-quality	No	47	10	52.68	0		5.98	90.1	blast;92.60 iPHoP-RF;87.30
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_105	13872	16872	Low-quality	No	20	4	18.61	0		5.71	90.8	blast;93.20 iPHoP-RF;81.60 CRISPR;71.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_114	220021	221521	Complete	No	243	75	100	0		13.44	90.4	blast;92.90 iPHoP-RF;54.40 CRISPR;51.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_121	22414	23914	Low-quality	No	33	14	34.6	0		8.24	91.4	iPHoP-RF;93.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_130	40108	41608	Medium-quality	No	61	18	50.75	0		6.82	91	blast;93.40 iPHoP-RF;82.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_135	17560	19060	Low-quality	No	24	13	40.59	0		25.86	91	iPHoP-RF;93.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_24	10402	11902	Low-quality	No	17	1	7.63	0		5.13	91.1	blast;93.50 iPHoP-RF;71.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_37	65783	86783	Medium-quality	No	83	12	51.1	0		4.91	91.2	blast;93.60 iPHoP-RF;57.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_45	109812	148812	High-quality	No	165	19	100	0	contig >1.5x longer than expected genome length	6.78	90.6	blast;93.00 iPHoP-RF;69.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_55	114203	156203	High-quality	No	183	27	90.31	0		5.83	91.4	blast;93.70 iPHoP-RF;81.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_60	29638	41638	Medium-quality	No	45	10	58.97	0		6.7	91	blast;93.40 iPHoP-RF;66.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_76	37445	38945	Medium-quality	No	48	5	81.21	0		6.12	91.4	blast;93.70 iPHoP-RF;89.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-384_vRhyme_bin_77	68944	76444	High-quality	No	92	25	100	0	contig >1.5x longer than expected genome length	8.69	92.6	CRISPR;94.70 iPHoP-RF;90.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4571-419_vRhyme_bin_15	581312	618812	High-quality	No	884	142	99.88	0		14.94	97.2	CRISPR;98.00 blast;94.50 iPHoP-RF;91.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	MAR_Rainbow_355-202_vRhyme_bin_13	24494	27494	Low-quality	No	51	14	42.59	0		13.08	91	iPHoP-RF;93.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	MAR_Rainbow_355-202_vRhyme_bin_18	80149	98149	Medium-quality	No	111	16	60.95	0		7.2	92.7	blast;94.80 iPHoP-RF;90.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	MAR_Rainbow_355-202_vRhyme_bin_48	13817	16817	Low-quality	No	19	1	10.36	0		5.37	93.6	blast;95.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	MAR_Rainbow_355-202_vRhyme_bin_66	21994	23494	Medium-quality	No	27	14	56.76	0		41.67	91.4	iPHoP-RF;93.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S013_NODE_4811_length_5481_cov_5.615801	5481	5481	Low-quality	No	12	1	5.54	0		4.04	90.8	blast;93.20 iPHoP-RF;69.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S142_NODE_488_length_17678_cov_18.601675	17678	17678	Low-quality	No	33	6	27.46	0		5.07	91.8	iPHoP-RF;94.10 blast;92.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_NWCA_S145_NODE_6044_length_6673_cov_1.235716	6673	6673	Low-quality	No	12	4	19.71	0		4.17	93.5	iPHoP-RF;95.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S011_NODE_1305_length_8165_cov_2.051132	8165	8165	Low-quality	No	14	12	18.48	0		19.86	93.9	iPHoP-RF;95.70 CRISPR;95.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S147_NODE_3898_length_5129_cov_6.797481	5129	5129	Low-quality	No	7	1	1.74	0		14.84	91.4	blast;93.70 iPHoP-RF;78.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S147_NODE_244_length_19003_cov_17.128523_fragment_1	7529	7529	Low-quality	No	14	2	5.53	0		4.61	91.6	blast;93.90 iPHoP-RF;71.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Brothers_UC_S147_NODE_3134_length_5704_cov_16.317734	5704	5704	Low-quality	No	9	2	10.14	0		2.99	95.9	iPHoP-RF;97.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M1_NODE_2238_length_8531_cov_16.373394	8531	8531	Low-quality	No	15	1	8.63	0		6.01	91.5	blast;93.80 iPHoP-RF;65.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_NODE_16275_length_7424_cov_5.852542	7424	7424	Low-quality	No	9	4	17.31	0		16.61	95.3	iPHoP-RF;96.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_NODE_31715_length_5000_cov_10.048225	5000	5000	Low-quality	No	8	1	8.61	0		4.42	90.9	blast;93.30
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Bowl_M2_NODE_12779_length_8531_cov_48.131247	8531	8531	Low-quality	No	15	1	8.63	0		6.01	91.5	blast;93.80 iPHoP-RF;76.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Mariner_M10_NODE_387_length_35808_cov_3.858216	35808	35808	High-quality	No	63	12	90.92	0		6.93	92.3	blast;94.50 iPHoP-RF;58.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Tui_Malila_132-544_scaffold_266_c1	28161	28161	Medium-quality	No	35	10	58.73	0		8.59	90.7	iPHoP-RF;93.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	ELSC_Tui_Malila_132-544_scaffold_769_c1	17222	17222	Low-quality	No	21	3	38.94	0		4.9	91.4	iPHoP-RF;93.70 blast;92.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	Guaymas_4561-380_scaffold_1935_c1	8265	8265	Low-quality	No	14	2	2.66	0		4.04	90.3	blast;92.80 iPHoP-RF;76.80
