user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Brothers_S013_maxbin2_073	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	76.66	11	0.771353295	N/A
Brothers_S013_maxbin2_114	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__	N/A	N/A	N/A	N/A	N/A	GCA_003978865.1	95	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C sp003978865	77.08	0.16	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__	taxonomic classification defined by topology and ANI	N/A	N/A	95.41	11	0.911991794	N/A
Brothers_S013_maxbin2_159	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	ANI	N/A	"GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 80.05, 0.51; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.98, 0.54; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.56, 0.48; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.12, 0.55; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.05, 0.52; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.97, 0.46; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 78.93, 0.51; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 78.92, 0.5; GCF_000585495.1, s__Thermococcus nautili, 95.0, 78.91, 0.56; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 78.9, 0.47; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.82, 0.53; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 78.8, 0.47; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 78.73, 0.53; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 78.7, 0.43; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.66, 0.45; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.64, 0.45; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.62, 0.5; GCF_006274605.1, s__Thermococcus sp006274605, 95.0, 78.6, 0.48; GCF_904067545.1, s__Thermococcus sp904067545, 95.0, 78.59, 0.45; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.58, 0.53; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.57, 0.54; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 78.54, 0.46; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.52, 0.42; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 78.51, 0.48; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.49, 0.42; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.47, 0.41; GCF_002214365.1, s__Thermococcus celer, 95.0, 78.45, 0.42; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 78.41, 0.43; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 78.36, 0.49; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.05, 0.34; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.05, 0.34; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.03, 0.28; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 77.73, 0.29; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 77.73, 0.3; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.54, 0.33; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.11, 0.24"	78.38	11	0.921634917	N/A
Brothers_S013_maxbin2_161	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCF_002214485.1	95	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus pacificus	83.11	0.63	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_002214505.1, s__Thermococcus siculi, 95.0, 81.58, 0.6; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 81.17, 0.47; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 81.06, 0.59; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 80.82, 0.56; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 80.79, 0.56; GCF_006274605.1, s__Thermococcus sp006274605, 95.0, 80.75, 0.61; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 80.73, 0.58; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 80.63, 0.54; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 80.58, 0.56; GCF_904067545.1, s__Thermococcus sp904067545, 95.0, 80.53, 0.56; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 80.38, 0.49; GCF_000585495.1, s__Thermococcus nautili, 95.0, 80.27, 0.59; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 80.23, 0.59; GCF_002214465.1, s__Thermococcus barossii, 95.0, 80.23, 0.55; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 80.19, 0.61; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 80.15, 0.53; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 80.14, 0.57; GCF_002214365.1, s__Thermococcus celer, 95.0, 80.14, 0.51; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 79.98, 0.5; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 79.95, 0.58; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.86, 0.52; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.75, 0.53; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 79.7, 0.49; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 79.64, 0.56; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.62, 0.54; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.59, 0.47; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.55, 0.49; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.45, 0.5; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 79.44, 0.46; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 79.43, 0.46; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.27, 0.47; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 79.18, 0.44; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.78, 0.45; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 78.52, 0.35; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.53, 0.25"	65.55	11	0.947673968	N/A
Brothers_S013_metabat1_002	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.62	11	0.830341711	N/A
Brothers_S013_metabat1_003	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 82.46, 0.76; GCF_000585495.1, s__Thermococcus nautili, 95.0, 82.39, 0.77; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 81.79, 0.75; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 80.43, 0.64; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 80.11, 0.5; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 80.05, 0.58; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.7, 0.46; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.64, 0.5; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.54, 0.48; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.33, 0.5; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.24, 0.55; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.13, 0.48; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 78.93, 0.46; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.8, 0.37; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 78.8, 0.41; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.76, 0.45; GCF_002214505.1, s__Thermococcus siculi, 95.0, 78.74, 0.47; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.74, 0.47; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.74, 0.35; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.73, 0.47; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.71, 0.46; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 78.69, 0.45; GCF_006274605.1, s__Thermococcus sp006274605, 95.0, 78.66, 0.48; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.65, 0.45; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.62, 0.37; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.57, 0.41; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.54, 0.44; GCF_904067545.1, s__Thermococcus sp904067545, 95.0, 78.53, 0.46; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.39, 0.42; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.32, 0.46; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.31, 0.45; GCF_002214365.1, s__Thermococcus celer, 95.0, 78.27, 0.4; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.08, 0.39; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.05, 0.39; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.59, 0.22; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.54, 0.26"	84.82	11	0.963020606	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S013_metabat1_004	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000179575.2	95	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	85.02	0.85	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000017185.1, s__Methanothermococcus_A aeolicus, 95.0, 79.33, 0.45"	97.93	11	0.919497116	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S013_metabat1_009	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__0-14-0-80-44-23;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	65.46	11	0.629301481	N/A
Brothers_S013_metabat2_004	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCF_002214485.1	95	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus pacificus	80.8	0.53	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_002214505.1, s__Thermococcus siculi, 95.0, 80.05, 0.53; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 79.95, 0.5; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 79.88, 0.5; GCF_904067545.1, s__Thermococcus sp904067545, 95.0, 79.87, 0.47; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 79.84, 0.44; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 79.76, 0.5; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 79.72, 0.5; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 79.71, 0.51; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 79.71, 0.52; GCF_006274605.1, s__Thermococcus sp006274605, 95.0, 79.71, 0.5; GCF_002214465.1, s__Thermococcus barossii, 95.0, 79.52, 0.49; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 79.52, 0.51; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.49, 0.47; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.47, 0.49; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.41, 0.39; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 79.23, 0.46; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 79.21, 0.48; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.16, 0.4; GCF_002214365.1, s__Thermococcus celer, 95.0, 79.14, 0.43; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.14, 0.44; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.13, 0.41; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.12, 0.48; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.08, 0.39; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 79.06, 0.48; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 78.99, 0.43; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.87, 0.42; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 78.84, 0.4; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 78.79, 0.39; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.75, 0.39; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.73, 0.41; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 78.67, 0.39; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.59, 0.34; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.58, 0.34; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.92, 0.3; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.67, 0.22"	92.68	11	0.945191175	N/A
Brothers_S013_metabat2_031	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__	N/A	N/A	N/A	N/A	N/A	GCF_000025665.1	95	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei	83.23	0.74	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000327505.1, s__Aciduliprofundum sp000327505, 95.0, 77.32, 0.09"	57.49	11	0.964277312	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S013_metabat2_039	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013154205.1	95	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 sp013154205	77.92	0.34	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Desulfurococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	92.19	11	0.96521129	N/A
Brothers_S013_metabat2_045	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013154035.1	95	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDH01;s__JAADDH01 sp013154035	79.48	0.41	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.99	11	0.929518656	N/A
Brothers_S013_metabat2_048	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	40.75	11	0.508419325	N/A
Brothers_S013_metabat2_051	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	75.49	11	0.776781743	N/A
Brothers_S013_metabat2_054	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.55	11	0.784282035	N/A
Brothers_S013_metabat2_060	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	ANI	N/A	"GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 80.07, 0.47; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.8, 0.52; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 79.59, 0.58; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 79.56, 0.58; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.54, 0.57; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.43, 0.48; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.39, 0.5; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.28, 0.49; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.11, 0.49; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 79.1, 0.53; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.01, 0.48; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.01, 0.45; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.98, 0.46; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.94, 0.46; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.87, 0.47; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 78.83, 0.46; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 78.82, 0.44; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.8, 0.46; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.78, 0.48; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 78.72, 0.48; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 78.69, 0.46; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.69, 0.48; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.68, 0.44; GCF_006274605.1, s__Thermococcus sp006274605, 95.0, 78.65, 0.46; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.63, 0.47; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.59, 0.49; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.46, 0.44; GCF_002214365.1, s__Thermococcus celer, 95.0, 78.44, 0.43; GCF_904067545.1, s__Thermococcus sp904067545, 95.0, 78.33, 0.47; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.32, 0.45; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.24, 0.39; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.23, 0.4; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.22, 0.36; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 77.96, 0.36; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.73, 0.31; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.65, 0.27"	89.34	11	0.919737442	N/A
Brothers_S013_metabat2_062	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCF_002214485.1	95	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus pacificus	82.56	0.67	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_002214505.1, s__Thermococcus siculi, 95.0, 81.33, 0.66; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 80.75, 0.5; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 80.7, 0.58; GCF_006274605.1, s__Thermococcus sp006274605, 95.0, 80.66, 0.57; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 80.6, 0.61; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 80.58, 0.61; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 80.54, 0.61; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 80.47, 0.54; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 80.25, 0.6; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 80.24, 0.61; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 80.23, 0.56; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 80.22, 0.62; GCF_002214465.1, s__Thermococcus barossii, 95.0, 80.12, 0.58; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 80.12, 0.55; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 80.07, 0.54; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 80.06, 0.57; GCF_000585495.1, s__Thermococcus nautili, 95.0, 80.06, 0.62; GCF_904067545.1, s__Thermococcus sp904067545, 95.0, 80.04, 0.59; GCF_002214585.1, s__Thermococcus profundus, 95.0, 80.02, 0.52; GCF_002214365.1, s__Thermococcus celer, 95.0, 79.98, 0.5; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 79.96, 0.53; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.96, 0.47; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.84, 0.56; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 79.69, 0.55; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 79.59, 0.49; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.58, 0.5; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.57, 0.47; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.56, 0.49; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 79.52, 0.47; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 79.46, 0.44; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.4, 0.48; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 79.14, 0.47; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 79.09, 0.42; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 78.46, 0.39; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 78.19, 0.32"	96.12	11	0.946632453	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S014_maxbin2_024	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	59.13	11	0.560849393	N/A
Brothers_S014_maxbin2_046_VB	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__0-14-0-80-44-23;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	45.61	11	0.612624251	N/A
Brothers_S014_maxbin2_085	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	61.22	11	0.798430645	N/A
Brothers_S014_maxbin2_148_VB	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	53.86	11	0.409659707	N/A
Brothers_S014_metabat1_010	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.69	11	0.440593085	N/A
