user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Brothers_S009_metabat2_016	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	GCA_015663065.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015663065	79.33	0.315	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015493435.1, s__Sulfurovum sp015493435, 95.0, 78.8, 0.265; GCF_019972135.1, s__Sulfurovum sp019972135, 95.0, 78.74, 0.212; GCA_913055205.1, s__Sulfurovum sp913055205, 95.0, 78.58, 0.279; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 78.45, 0.309; GCA_021159425.1, s__Sulfurovum sp021159425, 95.0, 78.42, 0.274; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 78.38, 0.303; GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 78.29, 0.197; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 78.16, 0.176; GCA_024762315.1, s__Sulfurovum sp024762315, 95.0, 78.16, 0.271; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 78.15, 0.312; GCF_023213175.1, s__Sulfurovum sp023213175, 95.0, 78.11, 0.238; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 78.08, 0.265; GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 78.07, 0.268; GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 78.06, 0.161; GCF_019972115.1, s__Sulfurovum sp019972115, 95.0, 78.01, 0.226; GCA_016744875.1, s__Sulfurovum sp016744875, 95.0, 78.0, 0.191; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 77.94, 0.276; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 77.93, 0.147; GCA_015661535.1, s__Sulfurovum sp015661535, 95.0, 77.91, 0.218; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 77.85, 0.247; GCA_023955225.1, s__Sulfurovum sp023955225, 95.0, 77.83, 0.226; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 77.6, 0.138; GCA_002281755.1, s__Sulfurovum sp002281755, 95.0, 77.55, 0.118; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 77.48, 0.221; GCA_024637255.1, s__Sulfurovum sp024637255, 95.0, 77.47, 0.174; GCA_902727855.1, s__Sulfurovum sp902727855, 95.0, 77.45, 0.135; GCA_020719895.1, s__Sulfurovum sp020719895, 95.0, 77.45, 0.032; GCA_014763885.1, s__Sulfurovum sp014763885, 95.0, 77.42, 0.124; GCA_002742845.1, s__Sulfurovum sp002742845, 95.0, 77.35, 0.071; GCA_020726105.1, s__Sulfurovum sp020726105, 95.0, 77.33, 0.082; GCA_021647715.1, s__Sulfurovum sp021647715, 95.0, 77.19, 0.115; GCA_021166685.1, s__Sulfurovum sp021166685, 95.0, 77.19, 0.085; GCA_020525365.1, s__Sulfurovum sp020525365, 95.0, 77.17, 0.082; GCF_014931715.1, s__Sulfurovum indicum, 95.0, 77.11, 0.235; GCA_024279555.1, s__Sulfurovum sp024279555, 95.0, 77.11, 0.168; GCA_002403155.1, s__Sulfurovum sp002403155, 95.0, 77.09, 0.062; GCA_011391015.1, s__Sulfurovum sp011391015, 95.0, 77.05, 0.115; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 76.85, 0.132; GCA_015661795.1, s__Sulfurovum sp015661795, 95.0, 76.79, 0.121; GCA_015493425.1, s__Sulfurovum sp015493425, 95.0, 76.72, 0.147; GCA_014763895.1, s__Sulfurovum sp014763895, 95.0, 76.72, 0.138; GCA_003978375.1, s__Sulfurovum sp003978375, 95.0, 76.7, 0.094; GCA_015490315.1, s__Sulfurovum sp015490315, 95.0, 76.58, 0.103"	66.3	11	0.97259	N/A
Brothers_S009_metabat2_021	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__S009-33;s__S009-33 sp015489035	GCA_015489035.1	95	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__S009-33;s__S009-33 sp015489035	98.03	0.517	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S009_metabat2_024	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	ANI	classification based on placement in class-level tree	"GCA_015488615.1, s__Sulfurimonas sp015488615, 95.0, 79.84, 0.462; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 79.57, 0.392; GCA_021766785.1, s__Sulfurimonas sp021766785, 95.0, 79.53, 0.397; GCF_017357825.1, s__Sulfurimonas sp017357825, 95.0, 79.43, 0.376; GCA_002733945.2, s__Sulfurimonas sp002733945, 95.0, 79.42, 0.43; GCA_021107375.1, s__Sulfurimonas sp021107375, 95.0, 79.34, 0.279; GCA_015663215.1, s__Sulfurimonas sp015663215, 95.0, 79.07, 0.324; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 79.07, 0.295; GCA_021157665.1, s__Sulfurimonas sp021157665, 95.0, 78.94, 0.311; GCA_024635885.1, s__Sulfurimonas sp024635885, 95.0, 78.93, 0.168; GCA_015488855.1, s__Sulfurimonas sp015488855, 95.0, 78.86, 0.214; GCA_018698455.1, s__Sulfurimonas sp018698455, 95.0, 78.83, 0.376; GCA_015662405.1, s__Sulfurimonas autotrophica_A, 95.0, 78.82, 0.23; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 78.81, 0.195; GCA_024762745.1, s__Sulfurimonas sp024762745, 95.0, 78.79, 0.227; GCF_009192995.1, s__Sulfurimonas indica, 95.0, 78.79, 0.365; GCA_021648285.1, s__Sulfurimonas sp021648285, 95.0, 78.74, 0.23; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.72, 0.289; GCA_021157485.1, s__Sulfurimonas sp021157485, 95.0, 78.71, 0.368; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 78.69, 0.276; GCA_024513425.1, s__Sulfurimonas sp024513425, 95.0, 78.6, 0.265; GCA_016764205.1, s__Sulfurimonas sp016764205, 95.0, 78.59, 0.166; GCA_016744025.1, s__Sulfurimonas sp016744025, 95.0, 78.59, 0.3; GCA_014381585.1, s__Sulfurimonas ponti, 95.0, 78.58, 0.224; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 78.58, 0.308; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.52, 0.235; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.44, 0.3; GCA_018824795.1, s__Sulfurimonas sp018824795, 95.0, 78.42, 0.229; GCF_014905095.1, s__Sulfurimonas sp014905095, 95.0, 78.39, 0.27; GCA_015487265.1, s__Sulfurimonas sp015487265, 95.0, 78.31, 0.322; GCF_014905135.1, s__Sulfurimonas paralvinellae, 95.0, 78.25, 0.27; GCA_021648465.1, s__Sulfurimonas sp021648465, 95.0, 78.15, 0.249; GCA_021161305.1, s__Sulfurimonas sp021161305, 95.0, 78.13, 0.246; GCA_016744115.1, s__Sulfurimonas sp016744115, 95.0, 78.07, 0.262; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 78.02, 0.214; GCA_015487435.1, s__Sulfurimonas sp015487435, 95.0, 78.02, 0.27; GCA_021648405.1, s__Sulfurimonas sp021648405, 95.0, 77.99, 0.208; GCF_009258045.1, s__Sulfurimonas xiamenensis, 95.0, 77.98, 0.203; GCF_015265475.1, s__Sulfurimonas marisnigri, 95.0, 77.98, 0.251; GCA_903903705.1, s__Sulfurimonas sp903903705, 95.0, 77.97, 0.108; GCF_015265455.1, s__Sulfurimonas baltica, 95.0, 77.96, 0.262; GCA_023229025.1, s__Sulfurimonas sp023229025, 95.0, 77.95, 0.189; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 77.94, 0.189; GCF_009258225.1, s__Sulfurimonas lithotrophica, 95.0, 77.93, 0.208; GCA_016735225.1, s__Sulfurimonas sp016735225, 95.0, 77.9, 0.224; GCA_022712845.1, s__Sulfurimonas sp022712845, 95.0, 77.89, 0.259; GCA_016938175.1, s__Sulfurimonas sp016938175, 95.0, 77.85, 0.324; GCA_022712775.1, s__Sulfurimonas sp022712775, 95.0, 77.84, 0.214; GCA_024762705.1, s__Sulfurimonas sp024762705, 95.0, 77.83, 0.182; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 77.82, 0.153; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 77.81, 0.265; GCF_014905115.1, s__Sulfurimonas sediminis, 95.0, 77.81, 0.254; GCA_023228785.1, s__Sulfurimonas sp023228785, 95.0, 77.8, 0.246; GCA_018822665.1, s__Sulfurimonas sp018822665, 95.0, 77.77, 0.17; GCA_001829675.1, s__Sulfurimonas sp001829675, 95.0, 77.75, 0.181; GCA_018825665.1, s__Sulfurimonas sp018825665, 95.0, 77.71, 0.151; GCF_009068765.1, s__Sulfurimonas hydrogeniphila, 95.0, 77.7, 0.211; GCF_005217605.1, s__Sulfurimonas crateris, 95.0, 77.7, 0.157; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.7, 0.289; GCA_023229105.1, s__Sulfurimonas sp023229105, 95.0, 77.63, 0.178; GCA_021732045.1, s__Sulfurimonas sp021732045, 95.0, 77.62, 0.181; GCA_021163845.1, s__Sulfurimonas sp021163845, 95.0, 77.61, 0.2; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.53, 0.216; GCA_945883795.1, s__Sulfurimonas crateris_A, 95.0, 77.51, 0.235; GCA_002452425.1, s__Sulfurimonas sp002452425, 95.0, 77.5, 0.114; GCA_945870785.1, s__Sulfurimonas crateris_B, 95.0, 77.45, 0.259; GCA_002899765.1, s__Sulfurimonas sp002899765, 95.0, 77.43, 0.178; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.43, 0.259; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.41, 0.238; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 77.35, 0.216; GCA_019429335.1, s__Sulfurimonas sp019429335, 95.0, 77.34, 0.13; GCA_022729795.1, s__Sulfurimonas sp022729795, 95.0, 77.3, 0.162; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 77.3, 0.208; GCA_001829715.1, s__Sulfurimonas sp001829715, 95.0, 77.25, 0.138; GCA_014859695.1, s__Sulfurimonas sp014859695, 95.0, 77.22, 0.165; GCA_016937915.1, s__Sulfurimonas sp016937915, 95.0, 77.03, 0.151"	79.4	11	0.96645	N/A
Brothers_S009_metabat2_028	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADIE01;s__JAADIE01 sp015484595	GCA_015484595.1	95	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADIE01;s__JAADIE01 sp015484595	99.46	0.919	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S009_metabat2_029	d__Bacteria;p__WOR-3;c__Hydrothermia;o__B15-G9;f__DRBW01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__WOR-3;c__Hydrothermia;o__B15-G9;f__DRBW01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	64.95	11	0.73925	N/A
Brothers_S009_metabat2_038	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp015488855	GCA_015488855.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp015488855	98.28	0.762	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S010_maxbin2_006_VB	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315;s__	ANI	classification based on placement in class-level tree	"GCA_018661505.1, s__GCA-002708315 sp018661505, 95.0, 77.57, 0.084; GCA_016845105.1, s__GCA-002708315 sp016845105, 95.0, 77.15, 0.167; GCA_014382445.1, s__GCA-002708315 sp014382445, 95.0, 76.86, 0.135; GCA_013203805.1, s__GCA-002708315 sp013203805, 95.0, 76.51, 0.151; GCA_002686705.1, s__GCA-002708315 sp002686705, 95.0, 76.16, 0.078; GCA_002708315.1, s__GCA-002708315 sp002708315, 95.0, 75.98, 0.078"	47.17	11	0.94746	N/A
Brothers_S010_maxbin2_014_VB	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__	N/A	N/A	N/A	N/A	N/A	GCA_024763035.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sp024763035	82.98	0.767	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_021737265.1, s__Desulfocapsa sp021737265, 95.0, 78.4, 0.147; GCA_015661935.1, s__Desulfocapsa sulfexigens_A, 95.0, 78.32, 0.111; GCF_000341395.1, s__Desulfocapsa sulfexigens, 95.0, 78.31, 0.133; GCA_015662865.1, s__Desulfocapsa sulfexigens_B, 95.0, 77.8, 0.161; GCA_022712895.1, s__Desulfocapsa sp022712895, 95.0, 77.59, 0.141; GCA_016765495.1, s__Desulfocapsa sp016765495, 95.0, 77.57, 0.122; GCA_022712975.1, s__Desulfocapsa sp022712975, 95.0, 77.45, 0.15; GCA_018817385.1, s__Desulfocapsa sp018817385, 95.0, 77.39, 0.155; GCA_024280265.1, s__Desulfocapsa sp024280265, 95.0, 77.33, 0.152; GCA_018820855.1, s__Desulfocapsa sp018820855, 95.0, 77.24, 0.169"	58.55	11	0.9701	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S010_maxbin2_015_VB	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GRL18;f__GRL18;g__JANELJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024511395.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GRL18;f__GRL18;g__JANELJ01;s__JANELJ01 sp024511395	79.92	0.543	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GRL18;f__GRL18;g__JANELJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.08	11	0.93285	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S010_maxbin2_021	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015493435	GCA_015493435.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015493435	99.18	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S010_maxbin2_032	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GRL18;f__GRL18;g__GRL18;s__	N/A	N/A	N/A	N/A	N/A	GCA_023144715.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GRL18;f__GRL18;g__GRL18;s__GRL18 sp023144715	77.37	0.114	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GRL18;f__GRL18;g__GRL18;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015488755.1, s__GRL18 sp015488755, 95.0, 77.73, 0.285; GCA_023864145.1, s__GRL18 sp023864145, 95.0, 77.18, 0.144; GCA_015222495.1, s__GRL18 sp015222495, 95.0, 77.05, 0.102; GCA_016744995.1, s__GRL18 sp016744995, 95.0, 77.02, 0.177; GCF_016097415.1, s__GRL18 sp016097415, 95.0, 76.85, 0.21; GCA_016744395.1, s__GRL18 sp016744395, 95.0, 76.79, 0.201; GCA_016744375.1, s__GRL18 sp016744375, 95.0, 76.51, 0.147; GCA_013139395.1, s__GRL18 sp013139395, 95.0, 76.26, 0.123"	55.37	11	0.96161	N/A
Brothers_S010_maxbin2_053_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__	N/A	N/A	N/A	N/A	N/A	GCA_015493495.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__S145-25 sp015493495	82.85	0.544	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_024277445.1, s__S145-25 sp024277445, 95.0, 79.89, 0.38"	70.23	11	0.9811	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S010_maxbin2_054	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__JAADDL01 sp015488975	GCA_015488975.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__JAADDL01 sp015488975	98.39	0.829	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S010_maxbin2_057	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	GCA_015663065.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015663065	79.46	0.484	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 79.03, 0.281; GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 78.94, 0.246; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 78.83, 0.359; GCA_913055205.1, s__Sulfurovum sp913055205, 95.0, 78.79, 0.353; GCA_021159425.1, s__Sulfurovum sp021159425, 95.0, 78.75, 0.414; GCF_019972115.1, s__Sulfurovum sp019972115, 95.0, 78.53, 0.217; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 78.5, 0.245; GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 78.5, 0.251; GCF_019972135.1, s__Sulfurovum sp019972135, 95.0, 78.47, 0.207; GCA_016744875.1, s__Sulfurovum sp016744875, 95.0, 78.43, 0.219; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 78.42, 0.326; GCA_024762315.1, s__Sulfurovum sp024762315, 95.0, 78.4, 0.303; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 78.33, 0.314; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 78.33, 0.33; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 78.31, 0.327; GCF_023213175.1, s__Sulfurovum sp023213175, 95.0, 78.29, 0.235; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 78.22, 0.234; GCA_015493435.1, s__Sulfurovum sp015493435, 95.0, 78.17, 0.32; GCA_015661535.1, s__Sulfurovum sp015661535, 95.0, 78.16, 0.318; GCA_023955225.1, s__Sulfurovum sp023955225, 95.0, 78.16, 0.256; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 78.03, 0.171; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 77.82, 0.227; GCA_902727855.1, s__Sulfurovum sp902727855, 95.0, 77.8, 0.144; GCA_024637255.1, s__Sulfurovum sp024637255, 95.0, 77.77, 0.16; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 77.76, 0.236; GCA_021647715.1, s__Sulfurovum sp021647715, 95.0, 77.7, 0.152; GCA_014763885.1, s__Sulfurovum sp014763885, 95.0, 77.64, 0.166; GCF_014931715.1, s__Sulfurovum indicum, 95.0, 77.61, 0.239; GCA_002281755.1, s__Sulfurovum sp002281755, 95.0, 77.59, 0.167; GCA_011391015.1, s__Sulfurovum sp011391015, 95.0, 77.4, 0.187; GCA_015661795.1, s__Sulfurovum sp015661795, 95.0, 77.31, 0.159; GCA_015493425.1, s__Sulfurovum sp015493425, 95.0, 77.19, 0.213; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 77.16, 0.161; GCA_002742845.1, s__Sulfurovum sp002742845, 95.0, 77.16, 0.09; GCA_024279555.1, s__Sulfurovum sp024279555, 95.0, 77.06, 0.198; GCA_021166685.1, s__Sulfurovum sp021166685, 95.0, 77.04, 0.102; GCA_015490315.1, s__Sulfurovum sp015490315, 95.0, 77.02, 0.165; GCA_002403155.1, s__Sulfurovum sp002403155, 95.0, 77.02, 0.085; GCA_020726105.1, s__Sulfurovum sp020726105, 95.0, 76.9, 0.161; GCA_020525365.1, s__Sulfurovum sp020525365, 95.0, 76.8, 0.137; GCA_014763895.1, s__Sulfurovum sp014763895, 95.0, 76.66, 0.173; GCA_003978375.1, s__Sulfurovum sp003978375, 95.0, 76.44, 0.133; GCA_020719895.1, s__Sulfurovum sp020719895, 95.0, 76.2, 0.059"	86.12	11	0.9727	N/A
Brothers_S010_maxbin2_068	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__4572-112 sp015493685	GCA_015493685.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__4572-112 sp015493685	98.87	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S010_maxbin2_069	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__S145-25 sp015493495	GCA_015493495.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__S145-25 sp015493495	98.72	0.779	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S010_maxbin2_101	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__	ANI	classification based on placement in class-level tree	"GCA_913055645.1, s__GCA-2401635 sp913055645, 95.0, 79.16, 0.333; GCA_002401635.1, s__GCA-2401635 sp002401635, 95.0, 77.79, 0.389; GCA_002746295.2, s__GCA-2401635 sp002746295, 95.0, 77.47, 0.292"	52.37	11	0.9412	N/A
Brothers_S010_metabat1_002_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__WFNF01;s__WFNF01 sp015488775	GCA_015488775.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__WFNF01;s__WFNF01 sp015488775	99.77	0.898	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
